Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.2360	the atp-binding cassette (abc) superfamily.	Transporter	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	PATRIC.562.19188.NSEE01000147.CDS.1117.2157.fwd	fig|562.19188.peg.2360	100	1e-201
fig|562.19188.peg.5670	Beta-D-Glucose;Fructose	Drug Target	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	PATRIC.562.19188.NSEE01000134.CDS.12231.13571.fwd	fig|562.19188.peg.5670	98	1e-272
fig|562.19188.peg.4437	the cora metal ion transporter (mit) family.	Transporter	Zinc transport protein ZntB	PATRIC.562.19188.NSEE01000157.CDS.10862.11845.rev	fig|562.19188.peg.4437	92	1e-180
fig|562.19188.peg.2581	the pts mannose-fructose-sorbose (man) family.	Transporter	PTS system, D-glucosaminate-specific IIB component (EC 2.7.1.203)	PATRIC.562.19188.NSEE01000063.CDS.9665.10150.fwd	fig|562.19188.peg.2581	91	5e-82
fig|562.19188.peg.4805	the atp-binding cassette (abc) superfamily.	Transporter	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)	PATRIC.562.19188.NSEE01000160.CDS.15771.16679.rev	fig|562.19188.peg.4805	100	1e-167
fig|562.19188.peg.1666	the major facilitator superfamily (mfs).	Transporter	Shikimate transporter	PATRIC.562.19188.NSEE01000187.CDS.41292.42608.fwd	fig|562.19188.peg.1666	98	1e-251
fig|562.19188.peg.4017		Antibiotic Resistance	DNA-binding response regulator KdpE	PATRIC.562.19188.NSEE01000079.CDS.6710.7387.fwd	fig|562.19188.peg.4017	99	1e-123
fig|562.19188.peg.138		Antibiotic Resistance	Transcriptional regulator GadW, AraC family	PATRIC.562.19188.NSEE01000142.CDS.11989.12717.rev	fig|562.19188.peg.138	93	1e-129
fig|562.19188.peg.2338		Virulence Factor	hypothetical protein	PATRIC.562.19188.NSEE01000068.CDS.398.589.fwd	fig|562.19188.peg.2338	100	4e-27
fig|562.19188.peg.1658		Virulence Factor	Yersiniabactin synthetase, thiazolinyl reductase component Irp3 @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster	PATRIC.562.19188.NSEE01000187.CDS.31406.32506.fwd	fig|562.19188.peg.1658	99	1e-219
fig|562.19188.peg.2369	the sugar porin (sp) family.	Transporter	Cryptic outer membrane porin BglH	PATRIC.562.19188.NSEE01000147.CDS.10328.11944.fwd	fig|562.19188.peg.2369	99	0.0
fig|562.19188.peg.4035	2-Deoxy-2-Amino Glucitol-6-Phosphate;16g	Drug Target	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	PATRIC.562.19188.NSEE01000079.CDS.23104.23904.fwd	fig|562.19188.peg.4035	100	1e-155
fig|562.19188.peg.2658	the putative auxiliary aromatic acid exporter (aaex) family.	Transporter	Tetrapartite efflux system component, FusD-like	PATRIC.562.19188.NSEE01000387.CDS.12215.12451.fwd	fig|562.19188.peg.2658	100	1e-40
fig|562.19188.peg.468		Virulence Factor	Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144)	PATRIC.562.19188.NSEE01000003.CDS.6460.7722.rev	fig|562.19188.peg.468	99	1e-244
fig|562.19188.peg.5355	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.11201.11755.fwd	fig|562.19188.peg.5355	100	1e-97
fig|562.19188.peg.5738	the major facilitator superfamily (mfs).	Transporter	4-hydroxyphenylacetate symporter, major facilitator superfamily (MFS)	PATRIC.562.19188.NSEE01000170.CDS.61060.62436.fwd	fig|562.19188.peg.5738	87	1e-243
fig|562.19188.peg.5493	Phosphoaminophosphonic Acid-Adenylate Ester	Drug Target	DNA topoisomerase IV subunit B (EC 5.99.1.3)	PATRIC.562.19188.NSEE01000270.CDS.8314.10206.rev	fig|562.19188.peg.5493	100	0.0
fig|562.19188.peg.4958	the general secretory pathway (sec) family.	Transporter	Protein translocase subunit SecY	PATRIC.562.19188.NSEE01000178.CDS.11088.12419.fwd	fig|562.19188.peg.4958	100	1e-252
fig|562.19188.peg.1197	2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE	Drug Target	Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing	PATRIC.562.19188.NSEE01000065.CDS.1072.1659.fwd	fig|562.19188.peg.1197	82	6e-94
fig|562.19188.peg.4931	the small conductance mechanosensitive ion channel (mscs) family.	Transporter	Mechanosensitive channel MscK	PATRIC.562.19188.NSEE01000242.CDS.19338.22700.fwd	fig|562.19188.peg.4931	99	0.0
fig|562.19188.peg.1887		Virulence Factor	Uncharacterized protein YjeJ	PATRIC.562.19188.NSEE01000007.CDS.267.1136.rev	fig|562.19188.peg.1887	98	1e-161
fig|562.19188.peg.3200	the aromatic acid exporter (arae) family.	Transporter	Inner membrane protein YeeA	PATRIC.562.19188.NSEE01000172.CDS.210.626.fwd	fig|562.19188.peg.3200	100	3e-58
fig|562.19188.peg.1533		Drug Target	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	PATRIC.562.19188.NSEE01000244.CDS.7327.9093.fwd	fig|562.19188.peg.1533	100	0.0
fig|562.19188.peg.5478	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Hydrogenase-4 component E	PATRIC.562.19188.NSEE01000102.CDS.79016.79666.fwd	fig|562.19188.peg.5478	100	1e-117
fig|562.19188.peg.4945	Chloramphenicol	Drug Target	LSU ribosomal protein L16p (L10e)	PATRIC.562.19188.NSEE01000178.CDS.6016.6426.fwd	fig|562.19188.peg.4945	100	1e-72
fig|562.19188.peg.562	the pts glucose-glucoside (glc) family.	Transporter	PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component	PATRIC.562.19188.NSEE01000435.CDS.4388.5809.fwd	fig|562.19188.peg.562	99	1e-272
fig|562.19188.peg.1643		Virulence Factor	5-hydroxyisourate hydrolase (EC 3.5.2.17)	PATRIC.562.19188.NSEE01000187.CDS.810.1226.fwd	fig|562.19188.peg.1643	100	8e-68
fig|562.19188.peg.5248	the pts mannose-fructose-sorbose (man) family.	Transporter	PTS system, N-acetylgalactosamine-specific IID component	PATRIC.562.19188.NSEE01000219.CDS.7179.8057.rev	fig|562.19188.peg.5248	96	1e-157
fig|562.19188.peg.809	the pore-forming toxic peptide, dinq (dinq) family.	Transporter	hypothetical protein	PATRIC.562.19188.NSEE01000066.CDS.4135.4251.rev	fig|562.19188.peg.809	100	1e-12
fig|562.19188.peg.332	the major facilitator superfamily (mfs).	Transporter	Uncharacterized transporter MdtD of major facilitator superfamily (MFS)	PATRIC.562.19188.NSEE01000045.CDS.5489.6904.rev	fig|562.19188.peg.332	99	1e-266
fig|562.19188.peg.2300	Tetracycline	Drug Target	Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum	PATRIC.562.19188.NSEE01000350.CDS.22667.23899.rev	fig|562.19188.peg.2300	97	5e-46
fig|562.19188.peg.4635		Virulence Factor	Homoserine O-succinyltransferase (EC 2.3.1.46)	PATRIC.562.19188.NSEE01000228.CDS.1166.2095.fwd	fig|562.19188.peg.4635	95	1e-176
fig|562.19188.peg.3689	the atp-binding cassette (abc) superfamily.	Transporter	Vitamin B12 ABC transporter, ATP-binding protein BtuD	PATRIC.562.19188.NSEE01000149.CDS.16614.17363.rev	fig|562.19188.peg.3689	99	1e-139
fig|562.19188.peg.3479	3-Hydroxy-Propanoic Acid	Drug Target	Pimeloyl-[acyl-carrier protein] methyl ester esterase BioH (EC 3.1.1.85)	PATRIC.562.19188.NSEE01000256.CDS.36503.37192.fwd	fig|562.19188.peg.3479	99	1e-129
fig|562.19188.peg.3129	the outer membrane lolab lipoprotein insertion apparatus (lolab) family.	Transporter	Outer membrane lipoprotein carrier protein LolA	PATRIC.562.19188.NSEE01000202.CDS.29909.30520.fwd	fig|562.19188.peg.3129	100	1e-116
fig|562.19188.peg.1058		Virulence Factor	Curli production assembly/transport component CsgF	PATRIC.562.19188.NSEE01000046.CDS.1249.1665.fwd	fig|562.19188.peg.1058	89	2e-68
fig|562.19188.peg.1486	the major facilitator superfamily (mfs).	Transporter	Putative transport protein	PATRIC.562.19188.NSEE01000116.CDS.1611.2798.fwd	fig|562.19188.peg.1486	99	1e-222
fig|562.19188.peg.4932		Drug Target	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000178.CDS.3.146.fwd	fig|562.19188.peg.4932	100	8e-19
fig|562.19188.peg.4001	the twin arginine targeting (tat) family.	Transporter	Twin-arginine translocation protein TatB	PATRIC.562.19188.NSEE01000156.CDS.19321.19836.fwd	fig|562.19188.peg.4001	100	3e-91
fig|562.19188.peg.1510		Virulence Factor	Formate efflux transporter FocA	PATRIC.562.19188.NSEE01000220.CDS.4125.5150.rev	fig|562.19188.peg.1510	95	1e-160
fig|562.19188.peg.3009		Virulence Factor	Superoxide dismutase [Mn] (EC 1.15.1.1)	PATRIC.562.19188.NSEE01000113.CDS.30286.30906.rev	fig|562.19188.peg.3009	85	1e-101
fig|562.19188.peg.5027	the proton-dependent oligopeptide transporter (pot/ptr) family.	Transporter	Di-tripeptide/H+ symporter DtpC	PATRIC.562.19188.NSEE01000230.CDS.5833.7290.fwd	fig|562.19188.peg.5027	99	1e-282
fig|562.19188.peg.4764	the hydroxy/aromatic amino acid permease (haaap) family.	Transporter	Inner membrane transport protein YhaO	PATRIC.562.19188.NSEE01000237.CDS.9300.10631.fwd	fig|562.19188.peg.4764	100	1e-253
fig|562.19188.peg.5743		Virulence Factor	Pyruvate:H+ symporter BtsT	PATRIC.562.19188.NSEE01000170.CDS.66072.68222.fwd	fig|562.19188.peg.5743	96	0.0
fig|562.19188.peg.1380	the atp-binding cassette (abc) superfamily.	Transporter	Taurine ABC transporter, substrate-binding protein TauA	PATRIC.562.19188.NSEE01000201.CDS.4367.5329.rev	fig|562.19188.peg.1380	99	1e-180
fig|562.19188.peg.271		Virulence Factor	Protein FimF (regulates length and adhesion of type 1 fimbriae)	PATRIC.562.19188.NSEE01000100.CDS.4927.5457.fwd	fig|562.19188.peg.271	97	2e-94
fig|562.19188.peg.4621	2-(N-Morpholino)-Ethanesulfonic Acid	Drug Target	Thiol:disulfide interchange protein DsbC	PATRIC.562.19188.NSEE01000408.CDS.11996.12706.fwd	fig|562.19188.peg.4621	100	1e-134
fig|562.19188.peg.752	the calcium transporter a (cata) (formerly the testis-enhanced gene transfer (tegt) family.	Transporter	Uncharacterized protein YbhM	PATRIC.562.19188.NSEE01000181.CDS.10897.11610.rev	fig|562.19188.peg.752	95	1e-126
fig|562.19188.peg.3113	B-2-Octylglucoside	Drug Target	Aquaporin Z	PATRIC.562.19188.NSEE01000202.CDS.7776.8471.rev	fig|562.19188.peg.3113	99	1e-129
fig|562.19188.peg.5241	the pts mannose-fructose-sorbose (man) family.	Transporter	PTS system, galactosamine-specific IID component	PATRIC.562.19188.NSEE01000219.CDS.954.1745.rev	fig|562.19188.peg.5241	99	1e-147
fig|562.19188.peg.1693	the integral membrane glycosyltransferase family 39 (gt39) family.	Transporter	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK	PATRIC.562.19188.NSEE01000054.CDS.11610.13262.rev	fig|562.19188.peg.1693	100	0.0
fig|562.19188.peg.3791		Drug Target	Serine/threonine protein phosphatase 1 (EC 3.1.3.16)	PATRIC.562.19188.NSEE01000150.CDS.16998.17654.rev	fig|562.19188.peg.3791	99	1e-131
fig|562.19188.peg.4569	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	TorA-specific chaperone protein, TorD	PATRIC.562.19188.NSEE01000197.CDS.11841.12440.fwd	fig|562.19188.peg.4569	97	1e-107
fig|562.19188.peg.761	7,8-Diamino-Nonanoic Acid;Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid;3-(1-Aminoethyl)Nonanedioic Acid;7-(Carboxyamino)-8-Amino-Nonanoic Acid;D-Dethiobiotin	Drug Target	Dethiobiotin synthase BioD (EC 6.3.3.3)	PATRIC.562.19188.NSEE01000181.CDS.19456.20133.rev	fig|562.19188.peg.761	98	1e-126
fig|562.19188.peg.2671		Virulence Factor	Superoxide dismutase [Fe] (EC 1.15.1.1)	PATRIC.562.19188.NSEE01000387.CDS.26569.27150.fwd	fig|562.19188.peg.2671	100	1e-113
fig|562.19188.peg.3375		Virulence Factor	Uncharacterized protein YhiJ	PATRIC.562.19188.NSEE01000129.CDS.39176.40798.rev	fig|562.19188.peg.3375	95	1e-311
fig|562.19188.peg.139		Antibiotic Resistance	Transcriptional regulator GadX, AraC family	PATRIC.562.19188.NSEE01000142.CDS.13085.13909.rev	fig|562.19188.peg.139	98	1e-153
fig|562.19188.peg.3931	the atp-binding cassette (abc) superfamily.	Transporter	Lipid A export permease/ATP-binding protein MsbA	PATRIC.562.19188.NSEE01000352.CDS.11940.13688.fwd	fig|562.19188.peg.3931	100	0.0
fig|562.19188.peg.213		Virulence Factor	Uncharacterized ferredoxin-like protein YfhL	PATRIC.562.19188.NSEE01000131.CDS.69347.69607.fwd	fig|562.19188.peg.213	95	9e-46
fig|562.19188.peg.748	the 4 tms ybhq (ybhq) family.	Transporter	Inner membrane protein YbhQ	PATRIC.562.19188.NSEE01000181.CDS.7363.7773.rev	fig|562.19188.peg.748	100	1e-73
fig|562.19188.peg.3138	the amino acid-polyamine-organocation (apc) family.	Transporter	Inner membrane permease YcaM	PATRIC.562.19188.NSEE01000202.CDS.39768.41198.fwd	fig|562.19188.peg.3138	100	1e-281
fig|562.19188.peg.1635		Virulence Factor	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000032.CDS.4515.4850.fwd	fig|562.19188.peg.1635	87	3e-54
fig|562.19188.peg.290		Virulence Factor	hypothetical protein	PATRIC.562.19188.NSEE01000057.CDS.8350.9834.fwd	fig|562.19188.peg.290	99	1e-294
fig|562.19188.peg.718	N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine	Drug Target	Membrane alanine aminopeptidase N (EC 3.4.11.2)	PATRIC.562.19188.NSEE01000427.CDS.3821.6433.rev	fig|562.19188.peg.718	99	0.0
fig|562.19188.peg.2456	the atp-binding cassette (abc) superfamily.	Transporter	Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)	PATRIC.562.19188.NSEE01000130.CDS.16599.17372.rev	fig|562.19188.peg.2456	99	1e-142
fig|562.19188.peg.3665		Virulence Factor	hypothetical protein	PATRIC.562.19188.NSEE01000446.CDS.1.255.rev	fig|562.19188.peg.3665	96	3e-45
fig|562.19188.peg.5101		Antibiotic Resistance	Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)	PATRIC.562.19188.NSEE01000128.CDS.17680.19218.rev	fig|562.19188.peg.5101	100	1e-297
fig|562.19188.peg.777	the resistance-nodulation-cell division (rnd) superfamily.	Transporter	AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump	PATRIC.562.19188.NSEE01000181.CDS.37481.37630.rev	fig|562.19188.peg.777	100	1e-19
fig|562.19188.peg.274	the gluconate:h(+) symporter (gntp) family.	Transporter	Fructuronate transporter GntP	PATRIC.562.19188.NSEE01000100.CDS.7069.8412.rev	fig|562.19188.peg.274	100	1e-250
fig|562.19188.peg.2979		Virulence Factor	Protein RhsB	PATRIC.562.19188.NSEE01000113.CDS.234.4331.rev	fig|562.19188.peg.2979	97	0.0
fig|562.19188.peg.157		Virulence Factor	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	PATRIC.562.19188.NSEE01000131.CDS.2885.4351.rev	fig|562.19188.peg.157	100	1e-277
fig|562.19188.peg.4642	Methylcobalamin	Drug Target	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	PATRIC.562.19188.NSEE01000228.CDS.10201.13884.fwd	fig|562.19188.peg.4642	100	0.0
fig|562.19188.peg.788	the cation diffusion facilitator (cdf) family.	Transporter	Zinc transporter ZitB	PATRIC.562.19188.NSEE01000181.CDS.47584.48525.fwd	fig|562.19188.peg.788	100	1e-183
fig|562.19188.peg.43	the major facilitator superfamily (mfs).	Transporter	Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)	PATRIC.562.19188.NSEE01000186.CDS.8704.10242.fwd	fig|562.19188.peg.43	100	1e-300
fig|562.19188.peg.4972	Formic Acid;(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide;2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide;Bb-3497;[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL	Drug Target	Peptide deformylase (EC 3.5.1.88)	PATRIC.562.19188.NSEE01000178.CDS.20986.21495.rev	fig|562.19188.peg.4972	100	4e-90
fig|562.19188.peg.2481		Virulence Factor	Chorismate synthase (EC 4.2.3.5)	PATRIC.562.19188.NSEE01000130.CDS.39251.40336.rev	fig|562.19188.peg.2481	95	1e-199
fig|562.19188.peg.3374	the atp-binding cassette (abc) superfamily.	Transporter	HlyD-like membrane fusion protein YhiI	PATRIC.562.19188.NSEE01000129.CDS.37744.38811.rev	fig|562.19188.peg.3374	99	1e-195
fig|562.19188.peg.5568	Glycochenodeoxycholic Acid	Drug Target	7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)	PATRIC.562.19188.NSEE01000273.CDS.5032.5799.rev	fig|562.19188.peg.5568	99	1e-142
fig|562.19188.peg.4928	the resistance-nodulation-cell division (rnd) superfamily.	Transporter	Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)	PATRIC.562.19188.NSEE01000242.CDS.14056.17205.rev	fig|562.19188.peg.4928	100	0.0
fig|562.19188.peg.725		Virulence Factor	Enterobactin esterase	PATRIC.562.19188.NSEE01000171.CDS.4433.5635.rev	fig|562.19188.peg.725	95	1e-241
fig|562.19188.peg.3116		Antibiotic Resistance	Macrolide-specific efflux protein MacA	PATRIC.562.19188.NSEE01000202.CDS.11659.12774.fwd	fig|562.19188.peg.3116		
fig|562.19188.peg.4251	the general bacterial porin (gbp) family.	Transporter	Outer membrane porin PhoE	PATRIC.562.19188.NSEE01000216.CDS.4335.5390.fwd	fig|562.19188.peg.4251	99	1e-206
fig|562.19188.peg.3710	the dicarboxylate/amino acid:cation (na(+) or h(+)) symporter (daacs) family.	Transporter	L-cystine uptake protein TcyP, sodium:anion symporter family	PATRIC.562.19188.NSEE01000149.CDS.34742.34933.fwd	fig|562.19188.peg.3710	100	1e-27
fig|562.19188.peg.1795	N-Octyl-2-Hydroxyethyl Sulfoxide;Lauryl Dimethylamine-N-Oxide	Drug Target	Colicin I receptor	PATRIC.562.19188.NSEE01000054.CDS.124019.126010.fwd	fig|562.19188.peg.1795	99	0.0
fig|562.19188.peg.1790	the putative sulfate exporter (pse) family.	Transporter	UPF0324 inner membrane protein YeiH	PATRIC.562.19188.NSEE01000054.CDS.120023.121072.rev	fig|562.19188.peg.1790	100	1e-195
fig|562.19188.peg.1779	the pts fructose-mannitol (fru) family.	Transporter	PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr	PATRIC.562.19188.NSEE01000054.CDS.107343.108473.fwd	fig|562.19188.peg.1779	100	1e-208
fig|562.19188.peg.3580	the glutamate:na(+) symporter (ess) family.	Transporter	Sodium/glutamate symporter	PATRIC.562.19188.NSEE01000279.CDS.11752.12957.fwd	fig|562.19188.peg.3580	99	1e-225
fig|562.19188.peg.2143	the atp-binding cassette (abc) superfamily.	Transporter	Phosphonate ABC transporter substrate-binding protein PhnD (TC 3.A.1.9.1)	PATRIC.562.19188.NSEE01000161.CDS.47304.48320.rev	fig|562.19188.peg.2143	100	1e-194
fig|562.19188.peg.574	the atp-binding cassette (abc) superfamily.	Transporter	Galactofuranose ABC transporter, permease protein 1	PATRIC.562.19188.NSEE01000435.CDS.16997.18019.rev	fig|562.19188.peg.574	98	1e-185
fig|562.19188.peg.637	the h(+)- or na(+)-translocating f-type, v-type and a-type atpase (f-atpase) superfamily.	Transporter	ATP synthase alpha chain (EC 3.6.3.14)	PATRIC.562.19188.NSEE01000084.CDS.3240.4781.fwd	fig|562.19188.peg.637	100	1e-292
fig|562.19188.peg.5301		Virulence Factor	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	PATRIC.562.19188.NSEE01000125.CDS.15535.16824.rev	fig|562.19188.peg.5301	93	1e-237
fig|562.19188.peg.3488	Phosphoaminophosphonic Acid-Adenylate Ester	Drug Target	Osmolarity sensory histidine kinase EnvZ	PATRIC.562.19188.NSEE01000256.CDS.45379.46731.fwd	fig|562.19188.peg.3488	100	1e-261
fig|562.19188.peg.3164	the asma (asma) family.	Transporter	Uncharacterized protein YhjG	PATRIC.562.19188.NSEE01000120.CDS.9133.11193.rev	fig|562.19188.peg.3164	99	0.0
fig|562.19188.peg.1509	Coenzyme A;D-Treitol;Oxamic Acid	Drug Target	Pyruvate formate-lyase (EC 2.3.1.54)	PATRIC.562.19188.NSEE01000220.CDS.1788.4070.rev	fig|562.19188.peg.1509	100	0.0
fig|562.19188.peg.541	Formic Acid	Drug Target	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	PATRIC.562.19188.NSEE01000088.CDS.9170.10531.rev	fig|562.19188.peg.541	98	1e-264
fig|562.19188.peg.4887	5,6-Dihydroxy-Nadp	Drug Target	NADPH-dependent broad range aldehyde dehydrogenase YqhD	PATRIC.562.19188.NSEE01000238.CDS.6446.7609.rev	fig|562.19188.peg.4887	99	1e-226
fig|562.19188.peg.2889		Antibiotic Resistance	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000058.CDS.900.1043.rev	fig|562.19188.peg.2889		
fig|562.19188.peg.1505		Virulence Factor	Hybrid sensory histidine kinase in two-component regulatory system with EvgA	PATRIC.562.19188.NSEE01000114.CDS.461.4054.rev	fig|562.19188.peg.1505	97	0.0
fig|562.19188.peg.1744	the putative heme handling protein (hhp) family.	Transporter	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	PATRIC.562.19188.NSEE01000054.CDS.75868.76629.fwd	fig|562.19188.peg.1744	100	1e-145
fig|562.19188.peg.568	Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe);N-1,10-phenanthrolin-5-ylacetamide	Drug Target	Soluble cytochrome b562	PATRIC.562.19188.NSEE01000435.CDS.10713.11099.rev	fig|562.19188.peg.568	96	2e-63
fig|562.19188.peg.4014	Phosphoaminophosphonic Acid-Adenylate Ester	Drug Target	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	PATRIC.562.19188.NSEE01000079.CDS.1407.3455.fwd	fig|562.19188.peg.4014	99	0.0
fig|562.19188.peg.4221	Lauryl Dimethylamine-N-Oxide	Drug Target	Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10	PATRIC.562.19188.NSEE01000211.CDS.11022.12182.rev	fig|562.19188.peg.4221	99	1e-218
